"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"BoomersAreEvil","The Boomers have not only devoured their future, they are hell bent on devouring your future as well. (WARNING: I'm obnoxious & offensive especially to Boomers)",4845,264,4554,175,"https://t.co/h9bphrGsXQ","Boomerocracy",2017-10-23 22:26:10,FALSE,FALSE,"BoomersAreEvil","Everywhere","en","922589995377946624",3,FALSE,"http://pbs.twimg.com/profile_images/928199128470843394/5PeROEnR_normal.jpg"
"Dewiyul13400755","",1040,2152,1040,2114,NA,"Dewi yulia",2017-09-22 20:47:43,FALSE,FALSE,"Dewiyul13400755","","en","911331195568381952",0,FALSE,"http://pbs.twimg.com/profile_images/911345005901496320/HyV_VQNN_normal.jpg"
"TinealePeterson","NE‚û°Ô∏èSD SC: t_peterson96",12938,738,7418,932,NA,"'Neil",2012-10-10 15:09:23,FALSE,FALSE,"TinealePeterson","","en","871966819",0,FALSE,"http://pbs.twimg.com/profile_images/963970264374575104/nz6s08Hi_normal.jpg"
"jordaanmarshall","",4015,461,17143,825,"https://t.co/9xcFHMLTbu","jordan Ì†ΩÌ≤óx",2016-09-10 20:05:15,FALSE,FALSE,"jordaanmarshall","Glasgow, Scotland","en-gb","774700283985326080",0,FALSE,"http://pbs.twimg.com/profile_images/969726963161206785/NfvzmME4_normal.jpg"
"giovnnakunner","A paz, a esperan√ßa e o vigor unido e forte pelo esporte.",11618,517,158,410,NA,"Giovanna",2014-01-12 21:57:02,FALSE,FALSE,"giovnnakunner","","pt","2288725747",2,FALSE,"http://pbs.twimg.com/profile_images/971196257195655168/OQ1egxYI_normal.jpg"
"bigreegs1985","""…™ ·¥°·¥ÄÍú±  ô·¥è Ä…¥ ·¥Ä…¥·¥Ö  Ä·¥Ä…™Íú±·¥á·¥Ö …™…¥ ·¥õ ú·¥á ·¥°…™ ü·¥Ö. …™ ·¥°·¥ÄÍú± …™…¥ ·¥õ ú·¥á ·¥Ñ Ä·¥è·¥°·¥Ö ·¥° ú·¥á…¥  Ä·¥ÄÍú∞…™·¥ã…™  ú·¥á ü·¥Ö Íú±…™·¥ç ô·¥Ä ·¥è·¥†·¥á Ä ·¥õ ú·¥á ·¥á·¥Ö…¢·¥á ·¥èÍú∞ ·¥Ä ·¥Ñ ü…™Íú∞Íú∞,  ü…™·¥ã·¥á ·¥Ä…¥ ·¥ÄÍú∞ Ä…™·¥Ñ·¥Ä…¥ ·¥ç…™·¥Ñ ú·¥Ä·¥á ü ·¥ä·¥Ä·¥Ñ·¥ãÍú±·¥è…¥."" Ì†æÌ∂Å Ì†ΩÌ±ë #·¥ú·¥õ ô # ô·¥è Ä·¥è # Ä·¥è·¥†·¥á ÄÍú±",30102,26835,92919,26988,NA,"Ì†µÌµΩÌ†µÌ∂äÌ†µÌ∂åÌ†µÌ∂î Ì†µÌµØÌ†µÌ∂é Ì†µÌµæÌ†µÌ∂ô√©Ì†µÌ∂ãÌ†µÌ∂ÜÌ†µÌ∂ìÌ†µÌ∂î‚Ñ¢",2016-06-20 11:39:02,FALSE,FALSE,"bigreegs1985","Middlesbrough, England","en","744857083514916864",47,FALSE,"http://pbs.twimg.com/profile_images/744858208662134784/25YJZXX6_normal.jpg"
"immunizetx","Protect Texas. Prevent Disease. Promote Vaccines. #VaccinesWork",712,249,150,360,"https://t.co/7OOTRVaNRO","Immunize Texas",2016-03-31 15:38:24,FALSE,FALSE,"immunizetx","Texas","en","715563907155304448",5,FALSE,"http://pbs.twimg.com/profile_images/834131334754742273/hRhmpDVA_normal.jpg"
"JenniOrozco28","FMOI: _itsjenni_ & My Makeup Page: https://t.co/Nx2rHg0F7E Ì†ΩÌ≤Ñ‚ù§Ô∏è",1411,202,532,367,NA,"Jenni Ì†æÌµÄ",2012-11-04 23:23:42,FALSE,FALSE,"JenniOrozco28","Raytown, MO","en","926406847",0,FALSE,"http://pbs.twimg.com/profile_images/968379437208276992/BZQnndnt_normal.jpg"
"BairoTech","Technology solutions that change the way healthcare, education and hospitality do business.",2132,8891,49,377,"https://t.co/UzAlqY8oNT","Bairo",2015-11-15 22:23:20,FALSE,FALSE,"BairoTech","Tampa, FL & Chennai, India","en","4197280102",32,FALSE,"http://pbs.twimg.com/profile_images/946335814379757573/gWkA-UhQ_normal.jpg"
"blanketcrap","Worlds Biggest Fish fossil,Size of vertebra =30ft fish ! Pollution at Mt Morgan is bigger ! Ignorance out mind is bliss to Govt? Aboriginal Heritage is ignored?",257789,20416,40837,19149,"https://t.co/yQldca0blp","Marcus the KNIGHT",2010-09-08 01:03:41,FALSE,FALSE,"blanketcrap","Mt Morgan","en","188143601",876,FALSE,"http://pbs.twimg.com/profile_images/568364323374772224/LFFV0UOF_normal.jpeg"
"Kuhmaile","#LoveHasNoLabels",480,27,1629,66,NA,"k a m a i ‚ô•Ô∏è",2017-11-27 00:41:50,FALSE,FALSE,"Kuhmaile","","en","934945323050397696",0,FALSE,"http://pbs.twimg.com/profile_images/934958143452323840/CEGdEdib_normal.jpg"
"ad1ry","Àö‚úß‚Çä‚Åé (‚Åé‚ÅçÃ¥Ãõ·¥ó‚ÅçÃ¥Ãõ‚Åé) ‚Åé‚Å∫À≥‚úß‡ºö",2266,222,9448,38,NA,"Ì†µÌ≤∂Ì†µÌ≥ÉÌ†µÌ±îÌ†µÌ±íÌ†µÌ≥Å",2014-11-27 18:24:36,FALSE,FALSE,"ad1ry","","en","2912078442",3,FALSE,"http://pbs.twimg.com/profile_images/968079804548358144/p8wx75v__normal.jpg"
"capshawsdream","middle aged actresses give me life",32168,1023,26961,289,"https://t.co/Ygg63JbGkr","rayna",2015-10-16 01:40:27,FALSE,FALSE,"capshawsdream","","en","3908673192",72,FALSE,"http://pbs.twimg.com/profile_images/962699325594771456/USKlrBYl_normal.jpg"
"ItsJust_Robbiey","It Is What It Is. It‚Äôs all relative.",38079,1242,17796,960,NA,"Robbiey",2011-11-07 03:01:44,FALSE,FALSE,"ItsJust_Robbiey","Akron,Ohio","en","406717342",19,FALSE,"http://pbs.twimg.com/profile_images/970854868033462272/zFzkuxXp_normal.jpg"
"CCTubes","#CCTubes is the largest and only #online #video #website, where all content is #captioned to make it accessible to all those with #hearing loss",4619,212,3,492,"https://t.co/cosgh0HSfw","CCTubes",2010-01-25 02:38:57,FALSE,FALSE,"CCTubes","Las Vegas, NV","en","108170387",93,FALSE,"http://pbs.twimg.com/profile_images/757924114896130048/vOrtHd71_normal.jpg"
"CaptionItWrite","Wife, mother, captioner, CART provider, advocate for the deaf and hard of hearing.
http://t.co/5J9XWMXEH1",23743,2179,18,1877,"http://t.co/fiv1JF7F5R","G. Cordova",2009-03-25 04:17:01,FALSE,FALSE,"CaptionItWrite","Tucson, Az","en","26428119",196,FALSE,"http://pbs.twimg.com/profile_images/684207827200524291/ytV4xEyQ_normal.jpg"
"HeyHeyMaliaJ","25 ‚ôçÔ∏è   IG/Sc: heyheymaliaj",19719,661,317,683,NA,"Malia Janell",2011-04-22 17:14:44,FALSE,FALSE,"HeyHeyMaliaJ","Indianapolis, IN","en","286264086",7,FALSE,"http://pbs.twimg.com/profile_images/907771496197705728/eVuegEEa_normal.jpg"
"OhhMyyTodd","Lame 22 y.o. Black Man. Rhapsodic Introvert.. Knight in Rusted Armor.. Chivalrous Asshole.. Benevolent Individualist.. you get it",177094,1694,1382,1158,NA,"DDT",2011-06-30 02:49:24,FALSE,FALSE,"OhhMyyTodd","Baltimore","en","326544691",40,FALSE,"http://pbs.twimg.com/profile_images/971194302289367041/I_ohtGjm_normal.jpg"
"Da_BestKK81","God is First no matter what ya see! 
I am Me! Take it or leave it!!! I give you what you give me!!  Ì†ΩÌ≤Ø‚ù§Ô∏è",524,21,613,92,NA,"KK So Sweet",2017-10-10 18:52:14,FALSE,FALSE,"Da_BestKK81","Long Beach, CA","en","917825113038262272",0,FALSE,"http://pbs.twimg.com/profile_images/970809023606829057/VjBruQoz_normal.jpg"
"karolinneffc","For√ßa, Gl√≥ria e Tradi√ß√£o",2008,143,2056,113,NA,"florminense",2011-07-15 20:24:16,FALSE,FALSE,"karolinneffc","S√£o Gon√ßalo, Laranjeiras","pt","336145272",0,FALSE,"http://pbs.twimg.com/profile_images/969773979354456065/a7BpGyC8_normal.jpg"
"BhamTFlex","this n that from Birmingham, AL",7845,475,605,965,NA,"Tiffany Hauser",2011-01-02 01:37:57,FALSE,FALSE,"BhamTFlex","Birmingham, AL","en","233015539",9,FALSE,"http://pbs.twimg.com/profile_images/503180791913119745/hXWKj12x_normal.jpeg"
"tedvaland","if you're easily offended, get out. It's not about u Stupid. #OpieAndAnthony #RIPPatrice #Brooklyn",33276,1376,39366,1804,NA,"Ol' Fetus Face",2010-06-01 21:28:27,FALSE,FALSE,"tedvaland","41.033044,-73.758636","en","150799070",26,FALSE,"http://pbs.twimg.com/profile_images/934832365679017986/jGpzKwHA_normal.jpg"
"RestartLMAuthor","Twitter feed of author Linda Mansfield",1981,2064,1287,4160,"http://t.co/yepS2clm44","Linda Mansfield",2015-10-06 20:32:28,FALSE,FALSE,"RestartLMAuthor","Indianapolis, IN","en","3883682417",20,FALSE,"http://pbs.twimg.com/profile_images/879457031165546496/5GFa-T9Z_normal.jpg"
"Dark_And_Gold","Graphic Design student Ì†ΩÌ≤ª || Digital Illustrator Ì†ºÌæ®|| Specks Illustrations || Troop Advertising || IG katie_crys808 || PAY ARTISTS FOR THEIR WORK",104234,1093,54924,685,"https://t.co/O44RZYytEE","Idk so doh ask me",2013-05-03 14:06:27,FALSE,FALSE,"Dark_And_Gold","Trinidad and Tobago","en","1399841245",18,FALSE,"http://pbs.twimg.com/profile_images/970093314379788288/4xkW18zD_normal.jpg"
"barbozaluca","F√© F√©         Dona Lazi Ì†ΩÌ≤ñ",6491,198,3916,184,NA,"barboza",2015-04-03 15:23:38,FALSE,FALSE,"barbozaluca","","pt","3136330490",2,FALSE,"http://pbs.twimg.com/profile_images/932714309460873216/luQMWtrR_normal.jpg"
"Regris_Kallen","Things might be looking better soon. Mostly Symphogear/Food/Travel/Ar Tonelico/Surge Concerto. Also shitposting. 

 Private account at @Regris_Also",96838,616,32139,585,NA,"Regris @ Workshop",2011-07-05 20:04:58,FALSE,FALSE,"Regris_Kallen","Pacific Northwest","en","329904552",10,FALSE,"http://pbs.twimg.com/profile_images/945525403203989504/wvWzh21j_normal.jpg"
"LizSzabo","Senior correspondent at Kaiser Health News. I write enterprise stories about acute care -- ie, cancer, heart disease, etc. -- especially related to aging.",42991,63914,1487,35520,"https://t.co/Zmb2fBLrJb","Liz Szabo",2009-06-17 20:51:14,FALSE,TRUE,"LizSzabo","Washington, D.C.","en","48110818",2666,FALSE,"http://pbs.twimg.com/profile_images/1234981968/cassatt_baby_normal.jpg"
"JohnCWilliam","Family first, business next, scuba diving after. Biotech investor and marine biologist.",49,634,36,1103,NA,"John C. William",2017-10-22 10:55:48,FALSE,FALSE,"JohnCWilliam","San Francisco, CA","en","922053869781356544",0,FALSE,"http://pbs.twimg.com/profile_images/970127625128693760/phtRzenq_normal.jpg"
"its_kmb","",21235,245,11271,365,NA,"Katie Ì†æÌ¥∑Ì†ºÌøΩ‚Äç‚ôÄÔ∏è",2012-02-21 22:16:13,FALSE,FALSE,"its_kmb","","en","499220736",1,FALSE,"http://pbs.twimg.com/profile_images/926240352457101312/i9CBOoj1_normal.jpg"
"drpaulmorgan","Welshman, atheist, skeptic, humanist, intensivist. Sepsis Lead @CV_UHB Lead Volunteer (Wales) @UKSepsisTrust",191487,4275,62151,521,"https://t.co/dBHk4FVPHH","Paul Morgan",2011-03-28 20:51:54,FALSE,FALSE,"drpaulmorgan","Cardiff","en-gb","273616099",342,FALSE,"http://pbs.twimg.com/profile_images/959824305734512641/_Tt3biLs_normal.jpg"
"Seife913","",3,0,0,4,NA,"Seife",2017-05-28 01:15:52,FALSE,FALSE,"Seife913","","ja","868636908619841538",0,FALSE,"http://pbs.twimg.com/profile_images/968302312404893696/MEfJusdk_normal.jpg"
"OnlineShopTiens","Agen Resmi Tiens Indonesia. Menjual Produk Tiens Harga #MURAH. Dijamin 100% Orisinil. #Peninggi #Pelangsing #PenambahBeratBadan 08986329101 2A3E2B1F",52159,2015,0,235,NA,"Online Shop Tiens",2014-03-10 11:47:05,FALSE,FALSE,"OnlineShopTiens","Bandung","en","2382026989",62,FALSE,"http://pbs.twimg.com/profile_images/508433371274309632/8hXlVfRD_normal.jpeg"
"HealthyWrld","Follow us and start getting an healthy life. Real time health and fitness here!",137967,23025,146,9471,NA,"Healthy World",2012-11-06 03:33:19,FALSE,FALSE,"HealthyWrld","United States","en","928934761",144,FALSE,"http://pbs.twimg.com/profile_images/689529507770793984/evdriBai_normal.png"
"ThamasB","BOTAFOGO √â TETRA-CAMPE√ÉO INTERCONTINENTAL - 63-67-68-70 NOSSO CLUBE N√ÉO NASCEU NOS ANOS 80.Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ∫õÌ†ΩÌ∫õ",21441,507,16804,1501,NA,"Thamas Barac",2011-07-23 23:48:47,FALSE,FALSE,"ThamasB","","pt","341194473",3,FALSE,"http://pbs.twimg.com/profile_images/908808091034095621/clSvn-FL_normal.jpg"
"semavav","Annemarie Matulis,Suicide Prev/Interv/Education Trainer;dir. SP Coalition.author;film producer;speaker",12265,1225,11012,1429,"http://t.co/EXq8s6x96y","Annemarie Matulis",2009-06-20 02:07:09,FALSE,FALSE,"semavav","Southeastern Massachusetts","en","48898073",62,FALSE,"http://pbs.twimg.com/profile_images/816044981248897024/qu4dvImT_normal.jpg"
"TayNlor","Taylor Swift Ì†æÌ∂Ñ One Direction Ì†æÌ∂Ñ R5 Ì†æÌ∂Ñ DCS Ì†æÌ∂Ñ DC„Éâ„É©„Éû Ì†æÌ∂Ñ DCOM Ì†æÌ∂Ñ Disney // POPSPRING 3.29 / NAT 1.25",4451,159,866,303,NA,"TAY",2015-05-16 11:00:11,FALSE,FALSE,"TayNlor","Japan","en","3197308178",2,FALSE,"http://pbs.twimg.com/profile_images/949424439350849536/L77ej_4j_normal.jpg"
"e_kochany","",29,7,815,45,NA,"Ellie Kochany",2016-10-13 13:51:51,FALSE,FALSE,"e_kochany","","en","786565112761032704",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"Lesley3xxx","20 & headstrongÌ†ΩÌ≤ÅÌ†ºÌøΩ‚Äç‚ôÄÔ∏èCurrently living in AlicanteÌ†ºÌº¥ Life is a journey, say yes to adventure Ì†ΩÌ≤´",172203,2684,30624,2101,"https://t.co/fuVwS3pMWJ","LÌ†ΩÌ∞ª",2010-12-29 21:05:05,FALSE,FALSE,"Lesley3xxx","Glasgow, Scotland","en","231924855",73,FALSE,"http://pbs.twimg.com/profile_images/970925463924330497/yYpKI4Mv_normal.jpg"
"RamblingJackMcM","A courtier to my Lord Bacchus and an unremitting debtor, also an enthusiastic slugabed. Apostate of the Jesus cult. Fair warning, a bit (lot) sweary, 18+.",31935,1349,8081,1714,NA,"Very stable genius",2012-10-10 09:36:55,FALSE,FALSE,"RamblingJackMcM","Not in Cardiff, Wales, UK","en","871452042",70,FALSE,"http://pbs.twimg.com/profile_images/936253561192796160/AwG5Uxt-_normal.jpg"
"linuxmil","",103980,557,44,235,"http://t.co/x9JCKngnmn","Miguel Angel Blanco",2014-09-12 14:21:20,FALSE,FALSE,"linuxmil","","es","2805685381",681,FALSE,"http://pbs.twimg.com/profile_images/511257535118987264/vrRO_KR3_normal.png"
"nochillangela","",32924,349,2946,243,NA,"Angela",2013-04-15 23:59:29,FALSE,FALSE,"nochillangela","Grand Canyon University ","en","1355633264",2,FALSE,"http://pbs.twimg.com/profile_images/952780993773035520/QWPymZSs_normal.jpg"
"KeirstDavidson","20' |D.GÌ†ΩÌ≤ú| VA Student Ì†ΩÌ∞∂Ì†ΩÌ∞à|",432,27,810,101,NA,"Keirston Davidson",2017-06-20 00:03:20,FALSE,FALSE,"KeirstDavidson","Kingston, Ontario","en","876953575053697024",0,FALSE,"http://pbs.twimg.com/profile_images/953806438236917762/e4nC19NR_normal.jpg"
"zanonsp","Carioca",7245,122,12578,246,NA,"Francisco Zanon",2010-10-30 19:38:57,FALSE,FALSE,"zanonsp","Brasil","pt","210183528",1,FALSE,"http://pbs.twimg.com/profile_images/970421471641309184/NTuyQaZ__normal.jpg"
"MSOIV","‚ö´Ô∏èÌ†ΩÌ¥¥",72690,1074,82384,1544,NA,"Somos mais de 40 milh√µes!",2011-04-10 18:27:13,FALSE,FALSE,"MSOIV","Rio de Janeiro - Brasil","pt","280138129",14,FALSE,"http://pbs.twimg.com/profile_images/935633518679470080/jINxhZ-Y_normal.jpg"
"NaBocaDoGol_com","Seu resumo di√°rio de #not√≠cias do #esporte e do #futebol, aqui no @NaBocaDoGol_com!",75961,412,1460,184,"https://t.co/DY7aVyHw4D","NaBocaDoGol",2016-05-22 22:18:51,FALSE,FALSE,"NaBocaDoGol_com","Brasil","en","734508849751789573",13,FALSE,"http://pbs.twimg.com/profile_images/878015411417227265/gqkxo_xy_normal.jpg"
"Delandfee","",99,5,26,21,"http://t.co/91rsmQa3ST","Del Nazim",2012-06-25 12:00:49,FALSE,FALSE,"Delandfee","London","en","618116124",1,FALSE,"http://pbs.twimg.com/profile_images/515971276335493120/3bx_7oVn_normal.jpeg"
"nai_imani","",401,181,2842,306,NA,"nai Ì†ºÌΩÄ",2013-07-09 23:26:18,FALSE,FALSE,"nai_imani","","en","1581689348",0,FALSE,"http://pbs.twimg.com/profile_images/943857545831223298/9Xjbv7h5_normal.jpg"
"1019dotty","NJ Mom Ì†ΩÌ≤ús God, family, USA, pets, beach & POTUS bigly!  RT'n MAGA daily Ì†ºÌ∑∫Ì†ºÌ∑∏ Independent. Strong USA helps world-weak USA helps globalists. 1A, 2A, Not a botÌ†ΩÌ∏ä",22039,1986,47848,2597,NA,"ColÌ†ΩÌ∏é red pilled - vote MAGA '18",2016-10-12 07:32:38,FALSE,FALSE,"1019dotty","New Jersey, USA","en","786107293712707584",15,FALSE,"http://pbs.twimg.com/profile_images/833464047605522432/_NEM387L_normal.jpg"
"NathyMuniiiz","O carrossel nunca para de girar! Ì†ºÌæ† BeatrizÌ†ΩÌ±∂ Medicina e Fotografia‚öïÌ†ΩÌ≥∏ 19-01-2018‚úù@XxadrielleÌ†ΩÌ±≠ @NathiellyyyÌ†ΩÌ±≠ @Rata_claÌ†ΩÌ∞≠ @FluminenseFCÌ†ºÌ∑ÆÌ†ºÌ∑π",72504,1065,11206,774,"https://t.co/fKd5QSlTtO","Muniz",2016-05-27 23:59:34,FALSE,FALSE,"NathyMuniiiz","Itagua√≠, Rio de Janeiro","pt","736346135573467136",4,FALSE,"http://pbs.twimg.com/profile_images/967590822219743232/c4B0nQuI_normal.jpg"
"JBJUNIORSIL","Botafogo sempre e aonde for.",7902,121,13990,258,"https://t.co/KVLP9w85J9","FOGONELESÌ†ΩÌ¥•‚ö´‚ö™‚≠ê",2017-02-10 02:51:16,FALSE,FALSE,"JBJUNIORSIL","Niter√≥i, Rio de Janeiro, Brasil","pt","829885414949416962",1,FALSE,"http://pbs.twimg.com/profile_images/967571440957607936/qDMtwq5b_normal.jpg"
"BluTsunami2018","A storms brewing w/ waves building as they slowly make their way to the beaches,banks and shores of every red state across our ALREADY great country!LOVE EVERY1",6382,826,266,371,NA,"BlueTsunami2018",2009-04-23 19:07:38,FALSE,FALSE,"BluTsunami2018","71% of the Earth ","en","34697890",3,FALSE,"http://pbs.twimg.com/profile_images/964349056981102592/Emnr-4fo_normal.jpg"
"joanna626","Fitness Trainer, Cyclist ""Grandmother of Century (rides)"" fundraising on a bike to fund research to cure Type 1 Diabetes #jpainjoanna",24475,312,739,692,"https://t.co/NJlPjcDVGm","joanna626",2008-07-30 00:31:21,FALSE,FALSE,"joanna626","United States","en","15653993",25,FALSE,"http://pbs.twimg.com/profile_images/932607986832412672/pRu995jd_normal.jpg"
"pppmoraes76","Fluminense Football Club - July 21,  1902",113406,1624,132428,1435,"https://t.co/eFalgiY4I4","Pedro Moraes",2014-09-25 21:57:24,FALSE,FALSE,"pppmoraes76","Rio de Janeiro, Brazil","pt","2784479297",30,FALSE,"http://pbs.twimg.com/profile_images/661083235783417856/SEgFuanh_normal.jpg"
"MWildflame","#Twirate Official Moderator for StormGate Pirates,#Twizard Legend of the Spiral & Maze Master. Somewhat good pet trainer.",5597,904,3653,485,"https://t.co/h4L1dhx92M","Michael Wildflame",2014-05-12 18:38:37,FALSE,FALSE,"MWildflame","Trinidad and Tobago","en","2491829827",4,FALSE,"http://pbs.twimg.com/profile_images/952531198110089216/RHmuJVJI_normal.jpg"
"NFIDvaccines","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated",14327,5329,1466,4191,"http://t.co/uI84I9o67B","NFID",2011-02-04 16:31:52,FALSE,FALSE,"NFIDvaccines","Bethesda, MD","en","247351807",155,FALSE,"http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg"
"jeepeg","",1711395,916,10,32,"http://t.co/xKxaeJ3WcQ","JEEPEG",2009-04-04 09:33:10,FALSE,FALSE,"jeepeg","Paris, FRANCE","fr","28768666",308,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"MiaNebulousP","Hello, welcome to my profile!!!!!! Ì†ΩÌ∏ÄÌ†ΩÌ∏Ä",39,14,240,266,NA,"Mia Lopez",2017-01-10 06:05:13,FALSE,FALSE,"MiaNebulousP","Chino, CA","en","818700201829564417",0,FALSE,"http://pbs.twimg.com/profile_images/970749771194417152/unnWBOcU_normal.png"
"thatdollkennn","‚Ñ¨e you, love youÌ†ºÌºπ// BratÌ†ΩÌ∏º Snap chat : GuhathatskenyaÌ†ΩÌ≤óÌ†ΩÌ≤ó Prince$$. Ì†ΩÌ±ë",49230,1449,3723,959,NA,"3:7Ì†ΩÌ≤õ",2012-05-22 06:35:58,FALSE,FALSE,"thatdollkennn","Haynesville, LA","en","587280627",4,FALSE,"http://pbs.twimg.com/profile_images/963588791452749824/7ZizXizZ_normal.jpg"
"AnnistonStar","We're a daily newspaper serving East Alabama with news, sports, opinion and entertainment, plus classifieds, real estate and local features.",54966,13442,155,1080,"http://t.co/Q9ql68XmsY","The Anniston Star",2008-05-27 17:14:01,FALSE,FALSE,"AnnistonStar","Anniston, AL","en","14923012",345,FALSE,"http://pbs.twimg.com/profile_images/709811887127470080/vsjvoZIK_normal.jpg"
"Maurici6S","Dove Cameron‚ù§Dovelies‚ú® Apoyemos a todo el elenco de Descendants‚ú®Ahora Descedants 3 in the summer 2019",742,583,694,1255,NA,"Maury Salgado",2017-03-02 19:43:28,FALSE,FALSE,"Maurici6S","Descendants 2‚ú®","es","837387903156146176",0,FALSE,"http://pbs.twimg.com/profile_images/955133641973293061/wokuBXFv_normal.jpg"
"ladyonyxlp","‚ñº humanist // mental health advocate // asexual // spiritually quirky // Œ±urœÉn // adorable ‚ñº",18132,602,14164,307,NA,"ladyonyx. um, brr? ‚õÑÔ∏è",2012-10-13 17:31:28,FALSE,FALSE,"ladyonyxlp","wisconsin","en","878313302",7,FALSE,"http://pbs.twimg.com/profile_images/967854861885714432/946q7tAl_normal.jpg"
